1025579,3,4
712664,3,5
1331154,3,4
2632461,3,3
44937,3,5
656399,3,4
439011,3,1
1436762,3,3
1644750,3,3
2031561,3,4
616720,3,4
2467008,3,4
975874,3,5
701730,3,2
1614320,3,4
115498,3,3
931626,3,2
699878,3,4
1694958,3,3
66414,3,5
2519847,3,5
948069,3,3
67315,3,4
704249,3,4
454417,3,4
1995318,3,3
2158448,3,5
574843,3,5
714960,3,4
620771,3,2
253876,3,4
1632700,3,4
603277,3,3
79160,3,4
1859725,3,4
283774,3,5
1983667,3,2
2267507,3,4
1813349,3,4
2424721,3,3
1275804,3,4
1204327,3,4
2143489,3,1
672980,3,5
166100,3,4
2031561,6,1
1176140,6,1
2336133,6,2
1521836,6,1
117277,6,3
326587,6,3
1961542,6,3
1041552,6,3
1678346,6,3
643182,6,2
2182301,6,5
2502669,6,2
2211030,6,4
603277,6,3
214166,6,2
1723799,6,3
161893,6,4
2149668,6,5
575830,6,2
2173816,6,3
1571675,6,2
516082,6,4
551817,6,1
352622,6,3
369215,6,3
922922,6,4
1342387,6,2
2445916,6,5
1857979,6,4
468582,6,4
2541025,6,5
266808,6,2
1478381,6,3
754135,6,5
635607,6,5
1083500,6,2
507921,6,2
1844503,6,4
1827995,6,4
1890622,6,3
2181957,6,1
2554745,6,3
1794933,6,2
1016977,6,4
1659731,6,5
824097,8,2
2630686,8,5
644003,8,3
785314,8,1
243963,8,3
229220,8,4
1447783,8,4
2580478,8,4
2599087,8,3
2352464,8,5
1912665,8,1
588844,8,5
816064,8,5
1744889,8,1
1216014,8,1
1729814,8,5
2289614,8,3
1777904,8,4
1479492,8,1
2460625,8,3
2043316,8,5
2330282,8,4
2098867,8,4
1395430,8,2
1754013,8,3
56069,8,5
1913324,8,2
1419837,8,5
1571931,8,3
1505897,8,5
147748,8,5
1214457,8,1
110112,8,3
2153146,8,4
1395557,8,5
1833399,8,3
1492345,8,5
581894,8,3
66358,8,3
512852,8,3
1191521,8,4
439011,8,4
963134,8,5
1295693,8,5
1456155,8,3
1488844,1,3
822109,1,5
885013,1,4
30878,1,4
823519,1,3
893988,1,3
124105,1,4
1248029,1,3
1842128,1,4
2238063,1,3
1503895,1,4
2207774,1,5
2590061,1,3
2442,1,3
543865,1,4
1209119,1,4
804919,1,4
1086807,1,3
1711859,1,4
372233,1,5
1080361,1,3
1245640,1,3
558634,1,4
2165002,1,4
1181550,1,3
1227322,1,4
427928,1,4
814701,1,5
808731,1,4
662870,1,5
337541,1,5
786312,1,3
1133214,1,4
1537427,1,4
1209954,1,5
2381599,1,3
525356,1,2
1910569,1,4
2263586,1,4
2421815,1,2
1009622,1,1
1481961,1,2
401047,1,4
2179073,1,3
1434636,1,3
1745265,5,5
885013,5,5
1997470,5,5
30878,5,1
840543,5,4
2477414,5,5
1409354,5,3
589967,5,4
264160,5,5
2084362,5,4
1881496,5,3
240705,5,5
1650301,5,2
1815614,5,1
1454357,5,4
624145,5,3
1310327,5,4
2012897,5,5
17063,5,5
47411,5,5
966474,5,5
1985633,5,4
47195,5,5
2365827,5,5
2451669,5,4
378377,5,3
2029786,5,4
2183726,5,4
36818,5,5
1247469,5,5
729471,5,4
2371776,5,3
1903571,5,5
1422810,5,4
2101722,5,4
2187025,5,2
122846,5,5
167540,5,1
1518964,5,3
154819,5,3
161395,5,4
2083234,5,5
1083500,5,4
119496,5,5
440789,5,4
1109700,82,4
145212,82,3
1977959,82,3
1919026,82,3
1227322,82,1
1307897,82,2
1673185,82,3
2129174,82,3
1265763,82,4
2059967,82,3
202667,82,4
795530,82,3
1314869,82,1
1792741,82,4
1439500,82,2
2060352,82,3
2608615,82,5
1306845,82,5
2439493,82,1
1033053,82,3
1522645,82,3
284829,82,4
425908,82,4
8043,82,4
1987569,82,2
888291,82,4
2549238,82,3
238740,82,2
753555,82,5
538221,82,4
1553204,82,3
2055615,82,3
1836230,82,4
1521657,82,2
1074603,82,2
1022629,82,1
956943,82,5
1242529,82,1
1315827,82,3
1374216,82,1
1611056,82,3
365944,82,4
1419757,82,3
2283320,82,3
1266847,82,3
2625420,100,1
1199825,100,3
2085613,100,2
2215923,100,2
1731066,100,5
1563429,100,1
2489923,100,5
24373,100,3
387341,100,3
989483,100,3
2439493,100,1
2054694,100,3
1566617,100,3
686079,100,2
1298291,100,3
1828803,100,2
827427,100,1
637343,100,5
1650181,100,2
767958,100,1
2598906,100,2
2083367,100,3
858454,100,3
290716,100,3
1664010,100,3
1095791,100,1
2066932,100,4
2307303,100,2
592416,100,2
71594,100,1
1569109,100,2
507498,100,4
1411392,100,4
1353529,100,4
491531,100,2
1118268,100,4
180392,100,2
2563095,100,2
2606799,100,3
1367651,100,4
798296,100,1
1613086,100,5
2200741,100,4
1619179,100,3
1488171,100,3
140274,13,5
2171849,13,5
776067,13,4
1312746,13,3
2183726,13,3
1484808,13,5
567159,13,5
1079206,13,5
1848557,13,4
1168738,13,5
1835276,13,5
1195319,13,5
1801389,13,5
1316174,13,4
144543,13,4
1047985,13,5
1031567,13,5
1744054,13,5
1526236,13,3
667730,13,5
2349173,13,4
1314869,13,5
1076545,13,5
2414026,13,5
80843,13,5
2131832,13,5
2432482,13,5
2127049,13,5
2340654,13,5
2189806,13,5
1232194,13,5
1902302,13,5
1045336,13,4
1572057,13,5
1692631,13,5
101277,13,5
2513009,13,4
2232338,13,5
2273952,13,5
1287571,13,4
1386253,13,4
2291741,13,4
407560,13,5
1714672,13,5
277072,13,5
1943087,78,3
712664,78,1
1907667,78,5
1966165,78,3
1583391,78,3
2480084,78,4
1987434,78,1
1567328,78,2
951709,78,3
1794216,78,2
2400678,78,4
998229,78,3
2641857,78,3
1331887,78,3
1276913,78,5
1663216,78,1
1174530,78,4
1488957,78,4
1319997,78,3
1936617,78,3
2238860,78,5
1447354,78,2
1980082,78,1
617782,78,5
1948839,78,3
754082,78,3
1645486,78,1
2285616,78,3
247794,78,1
1350497,78,2
180151,78,1
660580,78,2
2370740,78,2
1657077,78,3
2218269,78,5
513841,78,3
1174811,78,1
2328558,78,5
307910,78,5
2235716,78,2
1355247,78,5
1120091,78,4
2065726,78,4
1419003,78,3
2351571,78,4
844736,38,5
2429465,38,1
1420990,38,2
2367490,38,3
1678346,38,3
1038795,38,2
2309150,38,1
2625420,38,4
1508073,38,5
2168171,38,2
1192830,38,2
1821073,38,2
606684,38,1
2459804,38,1
2579794,38,2
1146509,38,1
2304864,38,3
1061246,38,2
1707414,38,3
2542972,38,5
2455524,38,2
206809,38,2
2109332,38,3
2250613,38,3
1744125,38,3
1445871,38,3
2434480,38,1
1495055,38,2
1641999,38,1
416556,38,1
1858921,38,2
308618,38,2
962533,38,1
1751359,38,2
877775,38,1
1291226,38,2
947134,38,1
1280524,38,2
1488035,38,1
1624961,38,2
641016,38,3
1360410,38,1
157146,38,4
183476,38,3
1364085,38,3
1436762,42,3
1608985,42,2
2298339,42,2
